loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,Income_to_Loan,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,loan_status1
263,3,Graduate,No,9200000,34300000,0.268221574,18,523,25600000,4000000,29100000,8800000,Rejected,0
264,5,Not Graduate,No,9500000,22200000,0.427927928,20,352,24500000,0,30800000,7000000,Rejected,0
265,5,Graduate,Yes,3800000,14400000,0.263888889,2,345,3300000,800000,13000000,4700000,Approved,1
266,0,Graduate,No,8300000,19400000,0.427835052,18,649,2500000,16100000,24300000,11300000,Approved,1
267,2,Graduate,Yes,2800000,7400000,0.378378378,18,666,100000,2300000,6300000,3400000,Approved,1
268,0,Graduate,No,8600000,20900000,0.411483254,10,813,11300000,11900000,26000000,4800000,Approved,1
269,0,Not Graduate,No,5400000,16800000,0.321428571,10,599,5300000,7400000,14500000,7600000,Approved,1
270,5,Graduate,Yes,4200000,9400000,0.446808511,6,678,4700000,5500000,9900000,5700000,Approved,1
271,5,Not Graduate,No,5200000,12200000,0.426229508,20,513,13400000,2000000,16800000,5400000,Rejected,0
272,5,Graduate,No,9400000,27900000,0.336917563,4,870,1100000,200000,29500000,10400000,Approved,1
273,3,Graduate,No,8800000,20400000,0.431372549,8,483,3200000,11400000,28200000,11800000,Rejected,0
274,1,Graduate,Yes,5900000,16700000,0.353293413,16,308,5800000,8800000,19100000,5300000,Rejected,0
275,3,Graduate,Yes,1700000,4900000,0.346938776,16,591,4700000,1000000,4300000,1400000,Approved,1
276,1,Not Graduate,No,7000000,23000000,0.304347826,10,886,14000000,3700000,26700000,3600000,Approved,1
277,4,Not Graduate,No,1700000,4000000,0.425,6,829,0,1600000,5200000,1700000,Approved,1
278,0,Not Graduate,No,1500000,4900000,0.306122449,12,651,1600000,2800000,4600000,800000,Approved,1
279,4,Not Graduate,No,2000000,4700000,0.425531915,18,733,3700000,3700000,7000000,2800000,Approved,1
280,5,Graduate,Yes,3900000,15500000,0.251612903,12,433,9500000,5400000,7900000,4600000,Rejected,0
281,1,Graduate,Yes,900000,3600000,0.25,14,713,1300000,1000000,1800000,1200000,Approved,1
282,1,Graduate,No,6900000,22500000,0.306666667,18,403,800000,8400000,16900000,6300000,Rejected,0
283,0,Graduate,Yes,2800000,7800000,0.358974359,10,405,7800000,2500000,7100000,3400000,Rejected,0
284,3,Graduate,Yes,6800000,19900000,0.341708543,10,516,16000000,6000000,26000000,8500000,Rejected,0
285,4,Not Graduate,Yes,600000,1800000,0.333333333,8,417,1700000,700000,1800000,800000,Rejected,0
286,1,Not Graduate,No,4700000,14000000,0.335714286,6,468,11300000,1800000,10600000,4600000,Rejected,0
287,5,Graduate,Yes,3000000,11800000,0.254237288,10,672,8700000,3600000,9800000,4100000,Approved,1
288,5,Not Graduate,No,4000000,13900000,0.287769784,6,530,6000000,5600000,12500000,6000000,Rejected,0
289,1,Not Graduate,Yes,3100000,11300000,0.274336283,14,824,3700000,6000000,11000000,4400000,Approved,1
290,1,Not Graduate,Yes,7700000,25500000,0.301960784,12,549,18100000,10600000,20500000,7000000,Rejected,0
291,5,Not Graduate,Yes,4300000,9300000,0.462365591,10,450,2100000,6700000,10000000,4100000,Rejected,0
292,1,Graduate,Yes,5800000,19500000,0.297435897,20,431,13800000,5000000,15600000,3300000,Rejected,0
293,3,Graduate,Yes,3600000,10700000,0.336448598,16,312,2300000,1600000,13100000,5200000,Rejected,0
294,0,Not Graduate,Yes,2900000,7600000,0.381578947,8,320,8000000,5600000,9600000,3100000,Rejected,0
295,0,Graduate,No,8800000,20200000,0.435643564,4,433,16000000,4200000,30500000,12400000,Rejected,0
296,1,Not Graduate,Yes,300000,1000000,0.3,10,431,400000,500000,900000,100000,Rejected,0
297,5,Not Graduate,Yes,8600000,28900000,0.297577855,8,516,9900000,1800000,30200000,6800000,Rejected,0
298,2,Not Graduate,Yes,3500000,12000000,0.291666667,14,476,1100000,6800000,12400000,2900000,Rejected,0
299,5,Graduate,No,800000,2600000,0.307692308,6,560,100000,200000,3000000,1000000,Approved,1
300,2,Graduate,No,8000000,27100000,0.295202952,12,674,14400000,400000,25300000,6400000,Approved,1
301,0,Not Graduate,Yes,9900000,38200000,0.259162304,6,573,17200000,10000000,20100000,5900000,Approved,1
302,2,Not Graduate,No,3300000,6600000,0.5,6,331,6300000,2000000,8900000,2700000,Rejected,0
303,4,Graduate,Yes,2000000,6700000,0.298507463,12,633,100000,800000,4800000,2000000,Approved,1
304,3,Not Graduate,No,4900000,12900000,0.379844961,18,877,1800000,7000000,17900000,3300000,Approved,1
305,5,Not Graduate,Yes,9200000,23600000,0.389830508,12,656,1400000,11200000,36400000,4900000,Approved,1
306,0,Not Graduate,No,7500000,18200000,0.412087912,6,782,7400000,12000000,19800000,4100000,Approved,1
307,5,Not Graduate,No,9000000,29300000,0.307167235,4,531,10400000,9500000,35500000,5800000,Approved,1
308,3,Not Graduate,No,1400000,4100000,0.341463415,8,455,3000000,1400000,2900000,2100000,Rejected,0
309,3,Graduate,No,9600000,19900000,0.48241206,14,452,4200000,16200000,28500000,6600000,Rejected,0
310,2,Graduate,No,8400000,33200000,0.253012048,14,474,19600000,15000000,25400000,11500000,Rejected,0
311,3,Not Graduate,No,6400000,24400000,0.262295082,4,483,7800000,2400000,19100000,4500000,Approved,1
312,4,Graduate,No,5900000,16800000,0.351190476,8,481,6900000,11400000,19500000,3300000,Rejected,0
313,2,Graduate,Yes,2200000,5100000,0.431372549,20,859,3800000,1200000,6400000,3100000,Approved,1
314,4,Graduate,Yes,5600000,14100000,0.397163121,14,696,9000000,9200000,16500000,6800000,Approved,1
315,4,Not Graduate,No,9800000,28700000,0.341463415,6,778,16600000,7400000,29700000,11100000,Approved,1
316,4,Graduate,No,4400000,14600000,0.301369863,4,499,1300000,6500000,16100000,5700000,Approved,1
317,2,Not Graduate,Yes,2400000,4900000,0.489795918,4,888,6400000,4300000,5100000,3400000,Approved,1
318,1,Graduate,No,4400000,10800000,0.407407407,12,674,9600000,2700000,17200000,5300000,Approved,1
319,4,Graduate,No,3700000,13200000,0.28030303,4,802,9800000,2400000,12500000,4300000,Approved,1
320,4,Not Graduate,Yes,2300000,7800000,0.294871795,8,540,1500000,3400000,4700000,2800000,Rejected,0
321,4,Graduate,Yes,5900000,19600000,0.301020408,8,726,17400000,6800000,20100000,8000000,Approved,1
322,4,Not Graduate,Yes,6400000,23500000,0.272340426,2,485,7300000,2700000,23600000,3900000,Approved,1
323,4,Graduate,Yes,4900000,17100000,0.286549708,6,612,1300000,7000000,19500000,5000000,Approved,1
324,3,Not Graduate,Yes,9500000,24200000,0.392561983,8,879,3100000,17200000,26400000,12700000,Approved,1
325,2,Not Graduate,No,5700000,16400000,0.347560976,12,708,3700000,800000,15000000,4400000,Approved,1
326,2,Not Graduate,Yes,2700000,5700000,0.473684211,8,850,3500000,5000000,10500000,3900000,Approved,1
327,2,Not Graduate,Yes,3900000,11300000,0.345132743,12,516,3100000,0,10400000,4600000,Rejected,0
328,0,Not Graduate,No,7800000,28800000,0.270833333,12,465,4700000,7500000,28800000,7400000,Rejected,0
329,0,Graduate,No,1100000,3200000,0.34375,20,716,1800000,1400000,3600000,1500000,Approved,1
330,4,Not Graduate,No,200000,600000,0.333333333,10,404,0,100000,400000,0,Rejected,0
331,0,Not Graduate,Yes,4700000,10600000,0.443396226,20,512,8400000,4000000,12300000,7000000,Rejected,0
332,3,Not Graduate,Yes,8200000,20600000,0.398058252,10,441,16100000,11400000,29100000,6100000,Rejected,0
333,2,Not Graduate,Yes,4600000,18400000,0.25,2,555,7700000,2400000,14200000,4200000,Approved,1
334,5,Not Graduate,No,1800000,7000000,0.257142857,18,466,2600000,2100000,6000000,1900000,Rejected,0
335,3,Graduate,Yes,3200000,8600000,0.372093023,2,427,3900000,1800000,7100000,4700000,Rejected,0
336,4,Not Graduate,Yes,5500000,20000000,0.275,14,593,15100000,2700000,19900000,4900000,Approved,1
337,3,Graduate,No,7900000,18300000,0.431693989,10,731,4200000,3400000,22200000,8400000,Approved,1
338,1,Graduate,Yes,4000000,10100000,0.396039604,16,451,7000000,3900000,14300000,3900000,Rejected,0
339,3,Not Graduate,Yes,6800000,16900000,0.402366864,18,628,3600000,900000,15600000,4900000,Approved,1
340,1,Not Graduate,No,2700000,9400000,0.287234043,18,704,5300000,2300000,6400000,2400000,Approved,1
341,2,Not Graduate,No,6800000,23500000,0.289361702,12,341,19300000,11800000,14300000,8500000,Rejected,0
342,5,Graduate,No,8600000,21000000,0.40952381,8,465,11700000,14900000,19500000,9900000,Rejected,0
343,4,Graduate,No,8000000,30100000,0.265780731,4,431,11900000,13800000,18800000,11500000,Approved,1
344,1,Graduate,Yes,3700000,12600000,0.293650794,10,424,5400000,1100000,14200000,4400000,Rejected,0
345,0,Graduate,No,2600000,5100000,0.509803922,14,678,500000,1200000,6000000,3100000,Approved,1
346,4,Graduate,No,4200000,16800000,0.25,6,381,9600000,3800000,14800000,5900000,Rejected,0
347,5,Graduate,Yes,8000000,28000000,0.285714286,10,449,18500000,1500000,17400000,3900000,Rejected,0
348,1,Not Graduate,No,7100000,23500000,0.30212766,12,768,6400000,12100000,22400000,7300000,Approved,1
349,0,Not Graduate,No,2000000,7000000,0.285714286,6,666,0,1200000,4300000,1400000,Rejected,0
350,4,Not Graduate,Yes,5800000,13300000,0.436090226,14,742,16100000,9300000,16300000,7000000,Approved,1
351,3,Not Graduate,Yes,6700000,15800000,0.424050633,4,445,10500000,7600000,14100000,9100000,Rejected,0
352,2,Graduate,No,7300000,28700000,0.254355401,14,634,5900000,3800000,21200000,10800000,Approved,1
353,4,Not Graduate,No,3300000,9700000,0.340206186,14,782,2500000,0,10400000,2200000,Approved,1
354,0,Graduate,No,3000000,7000000,0.428571429,10,781,7200000,600000,11700000,2700000,Approved,1
355,4,Not Graduate,No,7900000,17200000,0.459302326,14,318,14200000,9500000,23200000,9000000,Rejected,0
356,5,Not Graduate,No,7600000,24100000,0.315352697,18,721,21900000,11500000,22900000,7200000,Approved,1
357,5,Not Graduate,No,3700000,9800000,0.37755102,4,563,9500000,5100000,11200000,3000000,Approved,1
358,2,Not Graduate,No,8400000,26300000,0.319391635,4,419,22900000,7900000,29200000,6200000,Approved,1
359,0,Graduate,Yes,8200000,20800000,0.394230769,14,372,3800000,100000,26100000,5200000,Rejected,0
360,0,Not Graduate,No,2900000,9500000,0.305263158,18,885,4300000,2300000,6500000,3500000,Approved,1
361,1,Not Graduate,Yes,9900000,38400000,0.2578125,12,596,10000000,9300000,36500000,6800000,Approved,1
362,0,Graduate,No,4400000,14100000,0.312056738,2,349,3300000,1300000,8800000,6200000,Approved,1
363,1,Not Graduate,Yes,9000000,32200000,0.279503106,16,468,4500000,16400000,28600000,10900000,Rejected,0
364,3,Not Graduate,Yes,6800000,26900000,0.252788104,16,818,14700000,10400000,26300000,7300000,Approved,1
365,2,Not Graduate,No,8700000,28000000,0.310714286,12,543,16900000,6000000,22900000,6700000,Rejected,0
366,3,Graduate,No,9400000,21900000,0.429223744,16,685,8100000,5600000,34500000,5000000,Approved,1
367,3,Not Graduate,Yes,6000000,12500000,0.48,18,851,14600000,5000000,16800000,5000000,Approved,1
368,1,Not Graduate,Yes,9400000,29800000,0.315436242,10,377,24100000,18500000,30900000,11700000,Rejected,0
369,0,Not Graduate,Yes,1000000,4000000,0.25,10,620,2400000,1300000,3700000,1100000,Approved,1
370,3,Graduate,Yes,900000,2300000,0.391304348,20,611,600000,1500000,1900000,500000,Approved,1
371,4,Not Graduate,No,2100000,7700000,0.272727273,4,767,1200000,1700000,6900000,1300000,Approved,1
372,5,Graduate,Yes,1100000,3200000,0.34375,20,592,3200000,700000,3500000,500000,Approved,1
373,0,Graduate,Yes,600000,2300000,0.260869565,4,319,1600000,800000,2300000,700000,Approved,1
374,4,Not Graduate,Yes,9200000,25500000,0.360784314,10,900,9400000,10500000,27400000,12800000,Approved,1
375,2,Not Graduate,Yes,3600000,12800000,0.28125,18,814,8600000,4100000,10300000,4100000,Approved,1
376,5,Not Graduate,Yes,1300000,5000000,0.26,10,755,2100000,2200000,4800000,1900000,Approved,1
377,5,Graduate,Yes,7700000,16800000,0.458333333,20,584,8600000,4800000,23400000,8000000,Approved,1
378,4,Graduate,Yes,9500000,23500000,0.404255319,14,380,22900000,6700000,25100000,7300000,Rejected,0
379,2,Not Graduate,Yes,5000000,17600000,0.284090909,20,465,6200000,5200000,16500000,5200000,Rejected,0
380,0,Not Graduate,No,500000,1800000,0.277777778,2,531,1300000,500000,1900000,700000,Approved,1
381,1,Graduate,Yes,8300000,32100000,0.258566978,16,814,18500000,2700000,28900000,7500000,Approved,1
382,0,Graduate,No,5300000,17900000,0.296089385,6,678,4700000,3900000,14400000,3600000,Approved,1
383,2,Not Graduate,Yes,9300000,29000000,0.320689655,12,655,7900000,6800000,29900000,4900000,Approved,1
384,3,Not Graduate,No,2300000,7400000,0.310810811,2,682,6500000,2400000,7600000,2100000,Approved,1
385,1,Not Graduate,No,400000,1300000,0.307692308,6,695,200000,500000,800000,100000,Approved,1
386,3,Not Graduate,No,3200000,10800000,0.296296296,4,833,2600000,1000000,8700000,2600000,Approved,1
387,5,Not Graduate,Yes,9400000,35300000,0.266288952,16,302,4100000,12500000,37000000,12900000,Rejected,0
388,1,Graduate,No,2300000,6600000,0.348484848,2,357,5900000,200000,6000000,2200000,Rejected,0
389,5,Not Graduate,No,4300000,14500000,0.296551724,12,302,12500000,4300000,12500000,5100000,Rejected,0
390,0,Graduate,Yes,6200000,22400000,0.276785714,18,873,15700000,6600000,15800000,8200000,Approved,1
391,0,Not Graduate,Yes,7200000,19800000,0.363636364,12,658,12700000,8100000,25000000,7300000,Approved,1
392,5,Graduate,Yes,2400000,8700000,0.275862069,18,877,2800000,2900000,7100000,1100000,Approved,1
393,3,Not Graduate,No,2900000,6300000,0.46031746,8,648,3400000,3400000,7600000,1400000,Approved,1
394,1,Graduate,No,1400000,5200000,0.269230769,12,730,2900000,0,3700000,700000,Approved,1
395,4,Not Graduate,Yes,2200000,8200000,0.268292683,14,737,5800000,2800000,8200000,1400000,Approved,1
396,2,Graduate,Yes,800000,3200000,0.25,10,584,0,200000,2100000,700000,Rejected,0
397,0,Graduate,No,600000,1700000,0.352941176,2,621,400000,400000,2000000,200000,Approved,1
398,4,Graduate,Yes,700000,2700000,0.259259259,16,583,1100000,1200000,1400000,300000,Approved,1
399,2,Not Graduate,No,8400000,25900000,0.324324324,16,621,8600000,13400000,33500000,4200000,Approved,1
400,2,Not Graduate,No,7100000,21500000,0.330232558,16,610,5800000,12100000,14200000,9300000,Approved,1
401,4,Graduate,No,5400000,15700000,0.343949045,18,452,13700000,2600000,16500000,6600000,Rejected,0
402,5,Graduate,No,3700000,7300000,0.506849315,18,339,9300000,100000,13900000,5300000,Rejected,0
403,3,Graduate,Yes,5200000,15200000,0.342105263,16,650,1300000,5700000,13500000,4100000,Approved,1
404,4,Not Graduate,Yes,200000,700000,0.285714286,10,672,200000,200000,300000,300000,Approved,1
405,3,Graduate,No,500000,1000000,0.5,20,501,800000,800000,900000,200000,Rejected,0
406,2,Not Graduate,Yes,1800000,5700000,0.315789474,4,809,1200000,1900000,6300000,2400000,Approved,1
407,5,Graduate,Yes,9200000,29400000,0.31292517,8,318,18000000,5900000,33800000,5400000,Rejected,0
408,4,Not Graduate,No,900000,3300000,0.272727273,10,649,0,400000,1800000,1200000,Approved,1
409,3,Not Graduate,No,7500000,28300000,0.265017668,12,367,9200000,11300000,22700000,7000000,Rejected,0
410,5,Not Graduate,No,3000000,11800000,0.254237288,6,847,8200000,2200000,7100000,2300000,Approved,1
411,5,Graduate,No,7100000,18900000,0.375661376,12,360,10700000,1100000,19800000,8500000,Rejected,0
412,1,Graduate,Yes,3500000,7200000,0.486111111,2,865,4100000,3200000,11900000,4200000,Approved,1
413,4,Not Graduate,No,4900000,18800000,0.260638298,16,880,4200000,4700000,13200000,2600000,Approved,1
414,1,Graduate,No,4100000,8400000,0.488095238,20,608,1400000,8000000,10000000,4400000,Approved,1
415,0,Graduate,Yes,800000,2100000,0.380952381,6,760,300000,100000,1600000,600000,Approved,1
416,3,Graduate,Yes,1700000,4600000,0.369565217,12,385,1500000,1300000,5200000,1700000,Rejected,0
417,0,Graduate,Yes,6100000,23300000,0.261802575,12,478,3800000,2300000,17700000,4900000,Rejected,0
418,1,Graduate,Yes,2100000,7700000,0.272727273,16,327,5000000,500000,4700000,2300000,Rejected,0
419,0,Graduate,No,3100000,9300000,0.333333333,6,663,1300000,1400000,8100000,3800000,Approved,1
420,2,Not Graduate,Yes,1700000,3500000,0.485714286,20,693,2200000,1400000,4800000,1700000,Approved,1
421,3,Graduate,No,1700000,5400000,0.314814815,6,710,4800000,700000,5800000,1700000,Approved,1
422,4,Not Graduate,Yes,4000000,14500000,0.275862069,6,711,2400000,5700000,10900000,4100000,Approved,1
423,5,Graduate,No,5600000,18400000,0.304347826,8,386,11300000,6700000,11300000,5600000,Rejected,0
424,4,Graduate,Yes,3900000,11900000,0.327731092,10,855,10200000,4000000,10200000,2800000,Approved,1
425,4,Graduate,Yes,6100000,15300000,0.39869281,14,573,1100000,9900000,13300000,8400000,Approved,1
426,0,Graduate,Yes,1100000,2800000,0.392857143,18,431,500000,300000,4300000,1400000,Rejected,0
427,2,Graduate,No,5500000,14800000,0.371621622,8,364,13000000,4500000,12600000,4500000,Rejected,0
428,4,Graduate,Yes,1100000,3600000,0.305555556,14,711,2500000,500000,3600000,600000,Approved,1
429,4,Not Graduate,Yes,400000,900000,0.444444444,20,771,1000000,500000,1600000,500000,Approved,1
430,3,Graduate,No,9200000,36400000,0.252747253,18,669,3100000,12700000,30900000,12300000,Approved,1
431,4,Not Graduate,Yes,9300000,27500000,0.338181818,18,338,21500000,500000,34900000,6600000,Rejected,0
432,1,Graduate,No,1100000,3500000,0.314285714,8,562,2300000,1200000,3200000,500000,Approved,1
433,3,Not Graduate,No,5600000,18700000,0.299465241,2,769,8000000,8200000,17300000,4800000,Approved,1
434,0,Graduate,Yes,6300000,21500000,0.293023256,8,629,600000,3400000,22000000,5200000,Approved,1
435,3,Graduate,No,8800000,18100000,0.486187845,6,699,6400000,2100000,18500000,9400000,Approved,1
436,0,Not Graduate,No,8400000,20800000,0.403846154,20,590,5100000,8900000,32100000,10800000,Approved,1
437,3,Graduate,Yes,1600000,5700000,0.280701754,4,707,3300000,2700000,6200000,2300000,Approved,1
438,3,Not Graduate,Yes,4500000,11400000,0.394736842,8,391,8500000,6800000,9900000,4500000,Rejected,0
439,5,Not Graduate,No,6500000,18500000,0.351351351,4,891,13600000,3300000,23600000,7100000,Approved,1
440,3,Graduate,Yes,9500000,20600000,0.461165049,2,731,13400000,3800000,20700000,9200000,Approved,1
441,3,Not Graduate,No,4700000,16700000,0.281437126,12,775,4000000,1700000,17300000,3500000,Approved,1
442,5,Graduate,Yes,9600000,32400000,0.296296296,2,897,3500000,15400000,26800000,6200000,Approved,1
443,5,Graduate,No,8000000,26700000,0.299625468,20,794,8000000,14700000,29900000,7800000,Approved,1
444,2,Graduate,No,7700000,16700000,0.461077844,6,555,12900000,2900000,18100000,8500000,Approved,1
445,1,Not Graduate,Yes,3600000,10300000,0.349514563,12,536,6800000,500000,12200000,2700000,Rejected,0
446,2,Not Graduate,No,700000,1700000,0.411764706,10,839,100000,700000,2000000,900000,Approved,1
447,0,Graduate,Yes,1400000,5100000,0.274509804,6,890,4100000,1900000,5200000,1900000,Approved,1
448,1,Graduate,Yes,8600000,27900000,0.308243728,20,415,12200000,14800000,27100000,7900000,Rejected,0
449,4,Graduate,No,4700000,15700000,0.299363057,4,868,3300000,2500000,13800000,4800000,Approved,1
450,3,Graduate,Yes,2900000,5800000,0.5,12,353,8400000,2600000,10100000,3100000,Rejected,0
451,4,Not Graduate,No,9000000,29000000,0.310344828,16,590,4600000,15600000,29200000,12300000,Approved,1
